customer_id,signup_date,age,gender,country,annual_income,membership,monthly_spend,num_orders,height_cm,satisfaction,email,last_purchase_date,churned
C0453,2021/08/02,61,,Saudi Arabia,N/A,Bronze,385.82,2.0,180.9,4,user0452@mail,2022-01-20,0
C0156,2021-11-27,59,M,egypt,24200,bronze,121.32,4.0,174.4,3,user0155@demo.org,2022-08-17,0
C0082,2023-03-04,,m ,Jordan,22300,Bronze,38.67,8.0,167.3,5,user0081@demo.org,2023-05-09,0
C0251,2023-05-08,34,Male,Algeria,58600,Bronze,40.82,6.0,166.6,2,user0250@example.com,2023-05-21,0
C0597,2022-06-13,32,Male,Morocco,45500,Silver,144.58,4.0,183.4,5,user0596@demo.org,2023-04-10,0
C0239,2021-11-26,25,M,USA,85400,Platinum,426.5,5.0,180.0,3,user0238@example.com,2022-08-09,0
C0406,2021-05-26,35,Female,United States,62100,silver,276.18,6.0,153.0,5,user0405@demo.org,2022-04-09,0
C0064,2022-02-14,45,M,France,54300,Bronze,78.73,4.0,165.7,3,user0063@example.com,2022-06-20,0
C0272,2021-03-25,42,Male,Egypt,89,Platinum,223.74,4.0,174.7,3,user0271@demo.org,2021-07-27,0
C0073,2021/03/13,27,Female,USA,51800,Gold,281.24,3.0,162.3,4,user0072@demo.org,2021-08-09,0
C0257,2021-05-12,43,Male,United States,81100,Gold,202.66,4.0,1.72,4,user0256@example.com,2021-11-17,0
C0555,2021/05/08,37,Male,Morocco,45500,Silver,101.64,4.0,186.0,4,user0554@mail.test,2021-09-28,0
C0336,2023-04-14,23,female,KSA,13700,Bronze,54.02,3.0,159.0,3,user0335@example.com,2023-09-27,1
C0581,05/06/2021,18,,Maroc,31200,Bronze,28.32,8.0,168.6,5,user0580@mail.test,2021-08-03,0
C0400,,30,Female,usa,"15,200",Bronze,102.39,7.0,155.0,3,user0399@mail.test,2023-01-27,0
C0261,2021-03-01,35,Female,Egypt,27600,Gold,173.9,1.0,159.3,2,user0260@demo.org,2021-08-03,1
C0136,2023-11-10,26,Male,France,47000,Silver,166.28,3.0,169.3,5,user0135@demo.org,2023-12-08,0
C0341,2023/03/24,18,male,Saudi Arabia,45700,Silver,88.03,4.0,174.3,4,user0340@mail.test,2023-11-23,0
C0088,2022-01-05,38,F,Jordan,"$46,800",Silver,248.76,4.0,158.8,4,user0087@example.com,2022-01-10,0
C0212,2023-05-01,22,MALE,France,"$28,400",Bronze,37.96,4.0,171.3,4,user0211@mail.test,2023-05-04,0
C0542,31/12/2023,28,Male,Jordan,47600,Silver,50.59,5.0,173.8,5,user0541@demo.org,2024-03-28,0
C0300,2022/06/23,42,male,Morocco,56400,Gold,115.58,1.0,165.9,?,user0299@demo.org,2023-05-24,1
C0481,2023-01-26,41,FEMALE,France,51100,Gold,103.59,3.0,165.1,3,user0480@example.com,2024-01-16,0
C0007,25/02/2023,40,M,Jordan,40400,Silver,89.93,3.0,173.4,3,user0006@example.com,2023-07-09,0
C0105,14/08/2022,27,Male,Saudi arabia,29800,Bronze,159.24,3.0,177.4,3,user0104@mail.test,2023-03-27,0
C0115,2022/03/04,39,Female,Saudi arabia,25000,Bronze,95.88,3.0,175.1,3,user0114@demo.org,2023-02-18,0
C0159,16/02/2022,32,m ,usa,51200,gold,39.29,4.0,170.5,2,user0158@example.com,2022-09-20,0
C0182,2022-05-13,41,m ,France,45500,Silver,412.75,9.0,169.1,?,user0181@mail.test,2022-10-21,1
C0532,2022-06-09,27,Female,Maroc,36100,silver,196.36,3.0,173.3,2,user0531@demo.org,2023-06-24,0
C0365,2023/07/23,36,Female,Jordan,53200,gold,239.29,7.0,168.9,3,user0364@mail.test,2024-07-13,0
C0178,2021-12-30,40,Female,Algeria,38900,silver,162.65,-1.0,175.1,4,user0177@mail.test,2022-05-16,0
C0596,2023-10-31,33,Male,Morocco,46300,silver,410.0,4.0,187.1,5,user0595@demo,2023-12-13,0
C0200,18/04/2021,250,Female,Jordan,29600,Bronze,341.77,2.0,157.5,5,user0199@demo.org,2022-05-16,0
C0422,25/11/2021,28,Male,morocco ,37500,Silver,28.02,1.0,173.6,5,user0421@example.com,2022-02-23,0
C0301,2023-06-24,59,Female,Egypt,"80,900",Platinum,198.9,3.0,161.1,?,user0300@demo.org,2024-06-19,0
C0409,,18,Male,Algeria,12800,Bronze,249.55,3.0,168.0,2,user0408@example.com,2022-07-04,1
C0397,2021-09-18,47,Male,France,81600,platinum,51.92,7.0,175.7,2,user0396@example.com,2022-10-14,0
C0287,2021-05-21,41,M,Algeria,N/A,Silver,53.9,6.0,180.3,1,user0286@example.com,2022-04-08,0
C0258,2023-11-22,33, f ,Algeria,9999999,Silver,104.86,4.0,156.3,3,user0257@demo.org,2024-10-03,0
C0260,2021-06-06,22,Male,Maroc,47300,Silver,92.37,6.0,179.8,2,user0259@example.com,2021-06-09,0
C0516,2022/01/22,42,Male,Egypt,33800,Silver,84.55,6.0,169.1,3,user0515@mail.test,2022-12-09,0
C0043,2022-10-28,30,MALE,Tunisia,34800,Silver,68.3,4.0,180.0,3,user0042@example.com,2023-01-16,0
C0074,2022/05/07,44,Female,United States,"$60,500",Gold,125.98,3.0,160.2,4,user0073@demo.org,2022-10-30,0
C0538,2021-12-16,52,M,Jordan,"47,300",Silver,235.15,8.0,178.2,5,user0537@mail.test,2022-02-06,0
C0067,2023-09-28,34,Male,Algeria,28000,Bronze,126.47,3.0,189.3,4,user0066@example.com,2024-05-19,0
C0012,2021/07/21,47,female,United States,N/A,Silver,6361.0,4.0,166.3,4,user0011@example.com,2021-11-15,1
C0164,2022-05-10,unknown,Male,Jordan,34100,Silver,65.0,3.0,189.3,9,user0163@demo.org,2022-09-07,0
C0444,2021-02-10,54,Male,morocco ,67,Gold,54.03,5.0,168.0,?,user0443@mail.test,2021-06-07,0
C0211,2021-03-20,49,Female,US,52500,Gold,74.7,4.0,151.0,4,user0210@demo.org,2021-09-12,1
C0333,2022-09-15,30,Male,Saudi Arabia,"57,200",Gold,233.18,7.0,182.5,2,user0332@example.com,2023-03-01,0
C0084,2023-08-10,33,Female,Saudi arabia,53500,Platinum,53.1,6.0,150.1,2,user0083@mail.test,2024-02-29,0
C0279,2021-07-10,-999,M,Saudi Arabia,27700,Bronze,,3.0,180.1,3,user0278@example.com,2022-05-23,0
C0449,2023-06-06,51,male,Algeria,79300,Gold,237.01,4.0,173.5,3,user0448@demo.org,2024-01-06,1
C0080,2023-06-13,34,Male, Egypt,25400,Bronze,42.73,5.0,173.9,4,user0079@mail.test,2024-05-20,0
C0024,2023/04/01,36,Female,United States,97000,silver,5.38,7.0,166.5,5,user0023@example.com,2023-10-19,0
C0288,2023-08-08,39,Female,Algeria,22600,Silver,51.68,2.0,153.0,4,user0287@demo.org,2024-07-03,1
C0302,2021-07-10,20,Female,Morocco,56600,Gold,148.78,6.0,160.5,4,user0301@demo.org,2022-02-20,0
C0281,2022-09-05,44,male,United States,39400,Silver,147.52,6.0,169.2,3,user0280@example.com,2023-03-11,1
C0245,13/06/2022,64,Male,Morocco,49,Silver,192.83,8.0,184.9,3,user0244@demo.org,2023-02-22,0
C0291,2023-02-04,35, f ,Tunisia,44800,Silver,259.76,5.0,160.1,3,user0290@demo.org,2023-04-15,0
C0330,2021-04-14,32,F,Tunisia,41200,Bronze,308.5,10.0,168.5,5,user0329@mail.test,2022-02-11,0
C0138,02/08/2021,48,Female,Morocco,61100,Gold,319.71,2.0,155.6,3,user0137@mail.test,2022-07-01,1
C0189,2021-10-05,22,F,United States,42900,Bronze,234.65,3.0,169.9,4,user0188@example.com,2022-09-19,0
C0166,2022/11/24,27,M,Morocco,29100,Gold,143.21,5.0,178.0,5,user0165@mail.test,2023-02-25,0
C0297,2023-04-12,42,Female,Jordan,43200,silver,50.97,6.0,154.9,4,user0296@demo.org,2023-08-26,0
C0010,2021-01-06,28,Female,Morocco,"31,500",Silver,139.57,5.0,170.8,2,user0009@demo.org,2021-12-25,1
C0197,2021-09-14,46,m ,usa,26900,Bronze,30.89,2.0,175.9,3,user0196@mail.test,2021-11-25,0
C0232,2023/07/29,31,female,France,29100,Bronze,263.39,3.0,165.6,5,user0231@demo.org,2023-12-07,0
C0320,2022-08-30,24,Male,KSA,37200,Silver,53.63,3.0,169.8,3,user0319@demo.org,2023-08-07,1
C0546,2021-02-21,36,Male,Egypt,"$71,200",Gold,59.03,5.0,175.2,3,user0545@example.com,2021-02-23,0
C0266,2023-01-27,50,Female,Egypt,31000,Bronze,180.27,0.0,169.2,3,user0265@demo.org,2023-12-10,1
C0085,13/01/2021,24,Male,Saudi Arabia,17400,Bronze,87.17,2.0,175.8,1,user0084@demo.org,2021-10-30,0
C0175,2022-12-14,23,Male,France,37400,Silver,358.28,4.0,169.4,5,user0174@example.com,2023-04-07,0
C0548,2021-03-09,26,Female,Egypt,48800,Silver,169.35,5.0,164.8,3,user0547@demo.org,2021-05-06,0
C0219,2022-05-26,36,Female,Saudi Arabia,13900,Bronze,390.03,1.0,170.8,3,user0218@demo.org,2022-06-14,1
C0317,2022-10-28,39,Female,Jordan,N/A,Silver,137.99,4.0,148.9,3,user0316@example.com,2023-11-29,0
C0491,2021-06-05,51,Male,Morocco,62700,Gold,276.11,5.0,1.8,4,user0490@demo.org,2022-03-23,0
C0391,20/11/2021,18,Female,Morocco,14800,Bronze,314.65,3.0,161.4,4,user0390@mail.test,2022-04-20,0
C0214,,32,Female,Saudi Arabia,17500,Bronze,413.55,2.0,161.2,3,user0213@mail.test,2022-10-13,0
C0154,2023-10-24,32,male,France,38400,Silver,350.06,7.0,174.5,4,user0153@mail.test,2023-12-04,0
C0076,2021-01-18,46,female,Egypt,35800,Silver,443.28,2.0,161.8,4,user0075@mail.test,2022-01-10,0
C0093,2023-04-27,,Male,Morocco,61200,gold,108.65,9.0,163.8,4,user0092@mail.test,2023-08-24,0
C0431,2022-11-02,26,Female,United States,"9,200",Bronze,79.27,4.0,155.1,5,user0430@mail.test,2023-01-06,0
C0069,15/12/2022,48,Female,Egypt,36800,Silver,68.44,6.0,163.3,4,user0068@mail.test,2023-04-26,1
C0016,2022-02-20,28,Female,France,28600,Bronze,65.1,1.0,154.0,4,user0015mail.test,2022-07-06,1
C0193,2023/03/14,33,Female,Saudi Arabia,45400,Silver,78.51,2.0,166.6,3,user0192@mail.test,2023-09-01,1
C0376,2021-10-28,66,m ,Morocco,"$66,000",Gold,256.79,7.0,168.6,5,user0375@mail.test,2022-05-24,0
C0089,2021-01-08,44,Male,Algeria,41800,Silver,184.57,3.0,182.8,2,user0088@demo.org,2021-09-28,1
C0519,09/03/2023,49,Male,Jordan,48900,Silver,278.95,7.0,172.7,5,user0518@example.com,2023-06-09,0
C0118,01/10/2023,38,Male,Iceland,70900,Gold,133.95,2.0,165.0,4,user0117@mail.test,2024-07-06,0
C0410,2021-11-08,22,F,Saudi Arabia,31000,Silver,92.5,10.0,158.5,2,user0409@demo.org,2022-07-03,0
C0435,,-999, f ,France,22600,Platinum,45.72,6.0,167.4,2,user0434@example.com,2021-11-14,0
C0034,2021-09-30,28, f ,United States,32000,Silver,35.03,6.0,157.3,5,user0033@example.com,2022-03-06,1
C0001,2022-02-24,42,Male,Saudi Arabia,28800,Bronze,137.11,2.0,178.9,5,user0000@demo.org,2022-03-28,0
C0393,,32,Male,Jordan,86200,platinum,149.52,5.0,172.1,5,user0392@demo.org,2023-02-05,0
C0554,2021-03-20,62,Male,Morocco,30600,Silver,54.58,2.0,176.3,5,user0553@mail.test,2021-06-19,1
C0370,2021-01-15,48,Male,Algeria,53700,Gold,248.31,4.0,178.5,3,user0369@demo.org,2021-03-25,1
C0356,21/01/2022,41,M,Tunisia,31600,gold,584.69,4.0,179.6,4,user0355@demo.org,2023-02-08,0
C0454,2021-02-17,63,M,US,36,Silver,77.85,6.0,168.0,3,user0453@mail.test,2021-09-11,0
C0552,2022-10-19,45,Male,Saudi arabia,34400,Silver,121.44,2.0,173.5,4,user0551@example.com,2023-01-07,0
C0023,2022-03-03,53,Female,Saudi Arabia,44,Silver,494.01,3.0,164.0,3,user0022@demo.org,2022-12-07,1
C0473,2021-12-22,35,F,Jordan,22800,platinum,,5.0,163.1,5,user0472@mail.test,2022-03-22,0
C0117,2021/07/05,41,Male,Morocco,68400,gold,385.25,9.0,183.9,4,user0116@mail.test,2021-12-11,0
C0090,2022-10-31,43,Female,Jordan,"$21,700",Bronze,127.95,4.0,162.0,3,user0089@mail.test,2023-11-01,0
C0183,10/03/2021,33,m ,Maroc,38600,Silver,95.94,4.0,183.1,5,user0182@demo.org,2021-07-26,0
C0496,2022-12-29,49, f ,United States,N/A,Silver,82.58,3.0,160.2,4,user0495@demo.org,2023-10-31,0
C0412,2022-01-24,18,male,Egypt,16800,Bronze,245.64,6.0,176.1,9,user0411@example.com,2022-03-27,0
C0019,07/01/2023,49,Female,Egypt,50700,Gold,72.59,13.0,158.9,3,user0018@example.com,2023-06-06,0
C0429,2021-11-05,unknown,M,Morocco,9300,Bronze,212.52,2.0,176.8,4,user0428@example.com,2022-11-29,0
C0536,2023-10-30,46,male,Morocco,"$43,000",Silver,275.96,5.0,177.1,4,user0535@demo.org,2024-02-22,0
C0145,,28,female,United States,60000,Gold,85.25,5.0,162.2,5,user0144@demo.org,2022-01-27,1
C0303,,48,Male,Jordan,21200,Bronze,104.83,1.0,179.5,2,user0302@mail.test,2021-09-05,0
C0568,2023-03-19,30,FEMALE,Algeria,63300,Gold,158.53,5.0,162.6,4,user0567@example.com,2023-08-12,0
C0559,2022-08-05,23,Male,Morocco,25000,Bronze,104.3,7.0,169.8,3,user0558@example.com,2023-02-28,0
C0426,2022-09-02,34,Male,United States,27300,Bronze,74.57,2.0,176.4,3,user0425@demo.org,2023-03-09,1
C0273,29/05/2023,37, f ,Morocco,110500,Platinum,270.5,7.0,159.1,4,user0272@example.com,2024-04-10,0
C0262,22/02/2023,35,Female,Egypt,"$30,200",Silver,235.02,5.0,166.9,2,user0261@mail.test,2023-06-17,1
C0363,2023-01-08,50,Female,Morocco,26600,Bronze,17.84,3.0,170.3,4,user0362@demo.org,2023-07-05,0
C0430,,43,m ,Egypt,71300,Gold,187.43,5.0,174.7,4,user0429@demo.org,2024-07-01,0
C0168,24/06/2021,43,Female,Egypt,53100,Gold,382.54,6.0,164.4,4,user0167@example.com,2022-02-27,0
C0055,2021-09-10,32,Female,Egypt,75600,gold,245.87,7.0,159.9,3,user0054@example.com,2022-08-20,0
C0442,2022-06-20,42,Male,Egypt,0,Silver,65.82,5.0,182.9,3,user0441@mail.test,2023-01-14,0
C0047,2022-05-21,48,m ,United States,49800,Silver,263.35,3.0,180.3,3,user0046@mail.test,2023-01-02,0
C0094,2021-10-20,37,Female,United States,0,Bronze,104.1,7.0,161.7,3,user0093@demo.org,2022-11-05,0
C0305,2023/12/22,37,Male,France,62900,Gold,240.89,2.0,179.7,3,user0304@demo.org,2024-03-11,0
C0109,2022/05/24,48,Female,Egypt,31200,Gold,248.73,5.0,156.8,5,user0108@example.com,2023-06-03,0
C0293,2021-02-10,56,Male,Morocco,50500,Gold,,1.0,164.3,5,user0292demo.org,2021-06-08,0
C0196,,27,Female,Morocco,19,Bronze,90.49,4.0,160.9,2,user0195@mail.test,2022-11-24,0
C0177,2023-10-03,57,Male, Egypt,28200,bronze,598.444,5.0,163.2,3,user0176@example.com,2024-04-20,0
C0514,2022-04-20,,Female,Morocco,31400,silver,29.11,5.0,148.6,5,user0513@example.com,2022-08-15,0
C0468,2021-07-26,61,Male,Egypt,21400,Bronze,162.04,2.0,182.8,2,user0467@example.com,2022-07-05,1
C0371,15/06/2023,38,Male,Saudi Arabia,29400,Bronze,92.79,4.0,169.3,4,user0370@mail.test,2023-07-14,0
C0408,2023-11-11,48,Male,KSA,26000,Bronze,137.19,1.0,166.7,4,user0407@demo.org,2024-02-11,0
C0008,2022-11-08,34,Male,MOROCCO,29400,Bronze,166.44,5.0,175.1,4,user0007@example.com,2023-06-06,1
C0413,2023-02-25,30,MALE,Saudi Arabia,46100,Silver,337.62,7.0,172.1,4,user0412@demo.org,2023-05-29,0
C0424,2021-05-06,20,F,Algeria,27800,Silver,143.12,6.0,155.1,3,user0423@example.com,2021-09-15,0
