customer_id,signup_date,age,gender,country,annual_income,membership,monthly_spend,num_orders,height_cm,satisfaction,email,last_purchase_date,churned
C0053,2022-07-07,21,Male,Saudi Arabia,16200.0,Bronze,313.04,5,164.7,4,user0052@demo.org,2022-09-15,0
C0054,2021-10-23,34,Female,Morocco,25600.0,Bronze,76.84,5,161.3,3,user0053@mail.test,2022-07-17,0
C0055,2021-09-10,32,Female,Egypt,75600.0,Gold,245.87,7,159.9,3,user0054@example.com,2022-08-20,0
C0056,2022-10-17,30,Female,Morocco,33400.0,Silver,284.14,4,158.0,2,user0055@example.com,2023-02-21,0
C0057,2023-05-29,35,Female,Morocco,57200.0,Gold,502.25,5,151.1,2,user0056@example.com,2023-08-09,0
C0058,2022-04-29,56,Male,Morocco,51100.0,Platinum,286.05,2,175.0,2,user0057@example.com,2022-09-15,0
C0059,2021-06-01,28,Female,Saudi Arabia,35200.0,Silver,103.41,4,174.3,4,user0058@example.com,2021-09-19,0
C0060,2021-09-25,50,Female,United States,81300.0,Platinum,278.49,7,164.7,5,user0059@demo.org,2022-05-17,0
C0061,2021-06-30,18,Female,Egypt,30300.0,Gold,406.28,4,166.1,2,user0060@example.com,2022-06-10,0
C0062,2023-08-25,34,Male,Saudi Arabia,17400.0,Bronze,71.25,2,186.6,3,user0061@mail.test,2024-04-19,1
C0063,2021-12-16,40,Male,Tunisia,28400.0,Bronze,34.72,2,169.9,2,user0062@demo.org,2022-02-05,0
C0064,2022-02-14,45,Male,France,54300.0,Bronze,78.73,4,165.7,3,user0063@example.com,2022-06-20,0
C0065,2021-03-19,47,Female,United States,51400.0,Gold,221.7,2,174.1,5,user0064@demo.org,2021-12-20,1
C0066,2022-05-04,48,Male,Egypt,21400.0,Bronze,94.77,1,173.5,3,user0065@mail.test,2022-09-13,1
C0067,2023-09-28,34,Male,Algeria,28000.0,Bronze,126.47,3,189.3,4,user0066@example.com,2024-05-19,0
C0068,2022-03-25,32,Male,Egypt,29400.0,Silver,212.45,4,171.3,5,user0067@demo.org,2022-12-27,0
C0069,2022-12-15,48,Female,Egypt,36800.0,Silver,68.44,6,163.3,4,user0068@mail.test,2023-04-26,1
C0070,2021-07-19,36,Male,Algeria,21300.0,Bronze,115.39,2,182.6,3,user0069@mail.test,2022-04-04,0
C0071,2021-06-06,23,Female,Saudi Arabia,26600.0,Bronze,87.1,2,153.3,4,user0070@demo.org,2021-11-12,0
C0072,2023-03-13,24,Female,France,25700.0,Bronze,381.62,4,155.2,3,user0071@demo.org,2023-05-06,1
C0073,2021-03-13,27,Female,United States,51800.0,Gold,281.24,3,162.3,4,user0072@demo.org,2021-08-09,0
C0074,2022-05-07,44,Female,United States,60500.0,Gold,125.98,3,160.2,4,user0073@demo.org,2022-10-30,0
C0075,2021-12-13,40,Female,Egypt,38200.0,Silver,103.68,3,153.2,2,user0074@example.com,2021-12-14,1
C0076,2021-01-18,46,Female,Egypt,35800.0,Silver,443.28,2,161.8,4,user0075@mail.test,2022-01-10,0
C0077,2022-08-05,33,Female,Egypt,41000.0,Silver,435.76,3,160.1,3,user0076@example.com,2023-03-04,0
C0078,2023-11-22,40,Male,Morocco,28200.0,Bronze,186.85,9,179.2,4,user0077@demo.org,2023-12-07,0
C0079,2021-03-17,46,Female,Algeria,25500.0,Bronze,128.41,3,159.8,4,user0078@demo.org,2022-02-27,1
C0080,2023-06-13,34,Male,Egypt,25400.0,Bronze,42.73,5,173.9,4,user0079@mail.test,2024-05-20,0
C0081,2022-08-14,43,Male,United States,31400.0,Silver,67.57,4,163.2,3,user0080@mail.test,2022-08-19,0
C0082,2023-03-04,30,Male,Jordan,22300.0,Bronze,38.67,8,167.3,5,user0081@demo.org,2023-05-09,0
C0083,2021-04-16,34,Male,Jordan,41800.0,Bronze,310.24,7,171.7,3,user0082@example.com,2021-09-09,0
C0084,2023-08-10,33,Female,Saudi Arabia,53500.0,Platinum,53.1,6,150.1,2,user0083@mail.test,2024-02-29,0
C0085,2021-01-13,24,Male,Saudi Arabia,17400.0,Bronze,87.17,2,175.8,1,user0084@demo.org,2021-10-30,0
C0086,2023-09-20,44,Male,Tunisia,42500.0,Silver,23.07,4,179.1,4,user0085@example.com,2024-03-08,0
C0087,2022-12-22,32,Female,United States,34600.0,Silver,32.77,4,164.4,3,user0086@demo.org,2023-08-24,1
C0088,2022-01-05,38,Female,Jordan,46800.0,Silver,248.76,4,158.8,4,user0087@example.com,2022-01-10,0
C0089,2021-01-08,44,Male,Algeria,41800.0,Silver,184.57,3,182.8,2,user0088@demo.org,2021-09-28,1
C0090,2022-10-31,43,Female,Jordan,21700.0,Bronze,127.95,4,162.0,3,user0089@mail.test,2023-11-01,0
C0091,2021-04-06,46,Female,Morocco,24200.0,Bronze,93.6,6,159.4,4,user0090@demo.org,2021-11-02,0
C0092,2022-10-29,37,Male,United States,40300.0,Silver,29.67,9,172.5,3,user0091@demo.org,2023-04-29,1
C0093,2023-04-27,33,Male,Morocco,61200.0,Gold,108.65,9,163.8,4,user0092@mail.test,2023-08-24,0
C0094,2021-10-20,37,Female,United States,14700.0,Bronze,104.1,7,161.7,3,user0093@demo.org,2022-11-05,0
C0095,2021-09-19,18,Male,Tunisia,39400.0,Silver,225.13,1,169.5,4,user0094@mail.test,2021-10-03,0
C0096,2021-09-01,21,Female,Saudi Arabia,59200.0,Bronze,335.38,6,160.8,4,user0095@mail.test,2021-12-25,0
C0097,2021-09-04,22,Male,Saudi Arabia,32700.0,Silver,229.8,3,187.2,5,user0096@demo.org,2021-10-30,0
C0098,2021-05-05,26,Male,Morocco,46500.0,Silver,189.86,5,171.2,4,user0097@example.com,2022-04-16,0
C0099,2021-10-01,43,Female,Tunisia,30400.0,Silver,135.51,2,166.4,3,user0098@mail.test,2022-04-12,1
C0100,2022-12-23,27,Female,Morocco,34700.0,Gold,162.22,3,163.7,3,user0099@example.com,2023-12-27,0
C0101,2021-11-28,33,Male,Morocco,18600.0,Bronze,75.58,5,169.9,4,user0100@mail.test,2022-08-21,0
C0102,2023-05-06,54,Female,Egypt,15800.0,Bronze,128.24,0,162.6,3,user0101@demo.org,2023-12-15,0
C0103,2023-06-17,34,Female,Morocco,59400.0,Gold,144.02,9,158.5,3,user0102@example.com,2024-01-10,0
C0104,2023-04-14,47,Female,Saudi Arabia,27600.0,Bronze,528.22,6,164.0,3,user0103@mail.test,2023-07-04,0
C0105,2022-08-14,27,Male,Saudi Arabia,29800.0,Bronze,159.24,3,177.4,3,user0104@mail.test,2023-03-27,0
C0106,2021-12-13,36,Female,Egypt,21200.0,Bronze,14.17,2,169.3,3,user0105@demo.org,2022-09-13,1
C0107,2023-10-16,27,Male,Morocco,19400.0,Bronze,86.15,5,180.4,2,user0106@example.com,2024-11-05,1
C0108,2021-08-13,34,Male,Morocco,35900.0,Silver,112.48,3,174.4,4,user0107@example.com,2022-03-21,0
C0109,2022-05-24,48,Female,Egypt,31200.0,Gold,248.73,5,156.8,5,user0108@example.com,2023-06-03,0
C0110,2022-05-12,18,Male,Morocco,40000.0,Silver,187.96,2,180.2,2,user0109@mail.test,2023-05-24,1
C0111,2023-03-28,43,Male,France,51200.0,Gold,195.66,4,176.4,4,user0110@mail.test,2023-10-23,0
C0112,2022-08-22,41,Female,Morocco,47500.0,Silver,368.68,2,170.9,5,user0111@demo.org,2023-02-14,0
C0113,2023-05-26,31,Male,Egypt,42200.0,Silver,440.81,3,164.9,4,user0112@mail.test,2023-07-22,1
C0114,2023-10-04,21,Female,Egypt,70500.0,Gold,288.62,5,159.1,3,user0113@example.com,2024-01-20,0
C0115,2022-03-04,39,Female,Saudi Arabia,25000.0,Bronze,95.88,3,175.1,3,user0114@demo.org,2023-02-18,0
C0116,2023-08-16,32,Female,Morocco,37300.0,Silver,107.88,3,162.6,4,user0115@example.com,2023-10-11,0
C0117,2021-07-05,41,Male,Morocco,68400.0,Gold,385.25,9,183.9,4,user0116@mail.test,2021-12-11,0
C0118,2023-10-01,38,Male,Algeria,70900.0,Gold,133.95,2,165.0,4,user0117@mail.test,2024-07-06,0
C0119,2021-07-14,57,Female,Morocco,24400.0,Bronze,122.72,3,163.5,3,user0118@example.com,2021-10-19,0
C0120,2023-07-21,35,Male,Saudi Arabia,34000.0,Silver,95.0,3,174.8,3,user0119@mail.test,2024-08-13,1
C0121,2022-03-04,26,Male,Saudi Arabia,66900.0,Gold,67.63,9,177.2,4,user0120@mail.test,2022-11-19,0
C0122,2023-11-23,40,Male,Egypt,51300.0,Gold,594.78,8,172.2,4,user0121@demo.org,2023-12-05,0
C0123,2021-05-22,41,Male,Saudi Arabia,44900.0,Silver,143.68,4,163.3,4,user0122@example.com,2021-08-29,1
C0124,2022-05-25,54,Female,Jordan,41000.0,Silver,386.31,4,159.9,4,user0123@demo.org,2023-03-17,0
C0125,2023-09-15,48,Male,Jordan,36500.0,Silver,108.15,4,177.3,5,user0124@mail.test,2024-08-25,0
C0126,2021-02-21,42,Female,Egypt,47200.0,Gold,90.01,1,161.2,3,user0125@demo.org,2022-02-26,0
C0127,2021-10-18,56,Female,Egypt,41000.0,Silver,224.74,7,159.0,5,user0126@example.com,2022-09-23,0
C0128,2021-04-02,24,Female,Egypt,35000.0,Silver,283.57,3,168.1,3,user0127@example.com,2021-05-02,0
C0129,2021-12-18,30,Male,Saudi Arabia,38900.0,Silver,304.6,5,164.2,5,user0128@demo.org,2022-10-06,0
C0130,2022-03-04,27,Male,France,27000.0,Bronze,114.07,3,189.4,5,user0129@mail.test,2022-04-17,0
C0131,2022-11-09,33,Female,Egypt,49000.0,Gold,255.01,8,163.3,3,user0130@example.com,2022-12-10,0
C0132,2021-10-10,21,Female,Egypt,128700.0,Platinum,152.9,6,154.7,5,user0131@demo.org,2022-07-14,0
C0133,2021-06-23,46,Female,Algeria,19200.0,Platinum,130.75,3,156.6,4,user0132@example.com,2021-12-31,0
C0134,2021-07-06,35,Male,Morocco,45300.0,Silver,120.84,1,173.7,3,user0133@mail.test,2022-03-22,1
C0135,2023-10-25,20,Female,Saudi Arabia,24400.0,Bronze,91.39,1,162.2,3,user0134@demo.org,2024-09-29,1
C0136,2023-11-10,26,Male,France,47000.0,Silver,166.28,3,169.3,5,user0135@demo.org,2023-12-08,0
C0137,2021-08-31,42,Female,Morocco,42300.0,Silver,56.25,7,157.7,5,user0136@demo.org,2022-03-30,0
C0138,2021-08-02,48,Female,Morocco,61100.0,Gold,319.71,2,155.6,3,user0137@mail.test,2022-07-01,1
C0139,2021-03-01,62,Male,Morocco,81200.0,Platinum,133.56,11,178.2,3,user0138@example.com,2021-08-24,0
C0140,2023-11-17,73,Female,Algeria,56000.0,Gold,299.64,4,150.2,4,user0139@example.com,2024-06-13,0
C0141,2023-02-13,43,Female,Morocco,69500.0,Gold,80.58,4,155.9,3,user0140@demo.org,2023-08-31,0
C0142,2023-04-14,26,Female,Morocco,12600.0,Bronze,82.76,3,150.8,5,user0141@mail.test,2024-04-10,0
C0143,2021-11-15,18,Male,Morocco,69000.0,Gold,66.6,6,174.1,4,user0142@example.com,2021-12-05,0
C0144,2022-12-03,41,Female,Morocco,48700.0,Silver,56.56,5,151.2,4,user0143@demo.org,2023-11-19,0
C0145,2021-03-07,28,Female,United States,60000.0,Gold,85.25,5,162.2,5,user0144@demo.org,2022-01-27,1
C0146,2023-01-11,33,Female,Egypt,22300.0,Bronze,58.95,3,171.8,3,user0145@example.com,2023-12-02,0
C0147,2022-09-27,31,Male,United States,26100.0,Bronze,50.08,6,178.4,5,user0146@demo.org,2023-03-11,0
C0148,2021-12-29,36,Male,United States,42200.0,Silver,148.1,3,167.5,2,user0147@mail.test,2022-07-23,0
C0149,2023-02-17,51,Male,Jordan,44000.0,Silver,226.39,3,176.5,3,user0148@mail.test,2023-07-15,0
C0150,2022-12-09,40,Female,Morocco,46300.0,Silver,238.47,0,156.1,5,user0149@demo.org,2023-03-20,1
C0151,2022-04-26,36,Male,Jordan,64300.0,Gold,31.93,4,169.0,5,user0150@example.com,2023-04-11,0
C0152,2021-07-24,26,Female,United States,16400.0,Bronze,96.32,3,161.3,3,user0151@example.com,2022-02-11,0
C0153,2021-01-26,18,Male,Morocco,52300.0,Platinum,116.32,1,176.0,3,user0152@demo.org,2021-11-11,0
C0154,2023-10-24,32,Male,France,38400.0,Silver,350.06,7,174.5,4,user0153@mail.test,2023-12-04,0
C0155,2021-11-05,37,Male,Jordan,36300.0,Silver,116.24,2,174.5,3,user0154@example.com,2022-09-16,1
C0156,2021-11-27,59,Male,Egypt,24200.0,Bronze,121.32,4,174.4,3,user0155@demo.org,2022-08-17,0
C0157,2023-01-16,40,Male,Algeria,51100.0,Gold,41.84,3,172.4,4,user0156@example.com,2024-02-19,1
C0158,2021-10-07,50,Female,Saudi Arabia,14800.0,Bronze,59.78,6,157.5,3,user0157@demo.org,2021-11-30,0
C0159,2022-02-16,32,Male,United States,51200.0,Gold,39.29,4,170.5,2,user0158@example.com,2022-09-20,0
C0160,2023-02-18,24,Male,Tunisia,18200.0,Bronze,129.1,3,193.6,2,user0159@mail.test,2023-09-10,1
C0161,2022-10-14,26,Male,Egypt,37200.0,Silver,354.4,5,165.1,4,user0160@mail.test,2023-05-17,0
C0162,2022-12-20,29,Male,Jordan,35300.0,Silver,72.6,2,170.9,2,user0161@demo.org,2023-01-11,1
C0163,2021-01-06,64,Female,Egypt,82100.0,Silver,156.27,10,161.0,3,user0162@mail.test,2021-07-14,0
C0164,2022-05-10,28,Male,Jordan,34100.0,Silver,65.0,3,189.3,2,user0163@demo.org,2022-09-07,0
C0165,2022-06-05,48,Female,United States,31700.0,Silver,82.36,4,165.2,5,user0164@example.com,2023-02-07,0
C0166,2022-11-24,27,Male,Morocco,29100.0,Gold,143.21,5,178.0,5,user0165@mail.test,2023-02-25,0
C0167,2021-06-15,49,Male,Saudi Arabia,77400.0,Gold,604.62,5,176.7,3,user0166@demo.org,2021-12-06,0
C0168,2021-06-24,43,Female,Egypt,53100.0,Gold,382.54,6,164.4,4,user0167@example.com,2022-02-27,0
C0169,2023-04-15,36,Male,Morocco,33200.0,Silver,398.97,2,183.7,3,user0168@demo.org,2023-05-11,0
C0170,2023-01-08,38,Male,Morocco,36100.0,Silver,263.02,3,183.5,3,user0169@demo.org,2023-11-18,0
C0171,2023-06-08,30,Male,Egypt,18600.0,Bronze,100.73,7,171.8,5,user0170@demo.org,2024-03-20,0
C0172,2021-10-24,43,Female,Morocco,49700.0,Silver,113.84,6,169.0,3,user0171@example.com,2021-11-16,0
C0173,2023-12-29,33,Female,Morocco,17500.0,Bronze,63.38,4,155.4,3,user0172@demo.org,2024-01-24,0
C0174,2021-10-26,23,Male,France,49500.0,Silver,125.39,3,175.7,3,user0173@demo.org,2022-10-01,0
C0175,2022-12-14,23,Male,France,37400.0,Silver,358.28,4,169.4,5,user0174@example.com,2023-04-07,0
C0176,2021-06-27,40,Male,France,119400.0,Platinum,567.78,2,173.7,1,user0175@mail.test,2022-06-06,0
C0177,2023-10-03,57,Male,Egypt,28200.0,Bronze,544.04,5,163.2,3,user0176@example.com,2024-04-20,0
C0178,2021-12-30,40,Female,Algeria,38900.0,Silver,162.65,5,175.1,4,user0177@mail.test,2022-05-16,0
C0179,2023-05-29,37,Male,United States,89400.0,Gold,64.48,5,163.1,3,user0178@example.com,2023-09-16,0
C0180,2021-12-29,41,Female,Morocco,70300.0,Gold,255.45,6,159.0,4,user0179@mail.test,2022-09-18,0
C0181,2023-05-16,54,Male,Morocco,33100.0,Silver,456.85,5,166.4,5,user0180@mail.test,2023-06-29,0
C0182,2022-05-13,41,Male,France,45500.0,Silver,412.75,9,169.1,2,user0181@mail.test,2022-10-21,1
C0183,2021-03-10,33,Male,Morocco,38600.0,Silver,95.94,4,183.1,5,user0182@demo.org,2021-07-26,0
C0184,2021-07-28,51,Male,Saudi Arabia,50300.0,Gold,55.89,8,179.1,2,user0183@demo.org,2021-09-28,0
C0185,2023-01-19,43,Female,Tunisia,30500.0,Silver,47.26,5,140.8,5,user0184@example.com,2023-06-09,0
C0186,2021-07-31,56,Female,Morocco,44100.0,Silver,82.04,3,162.3,4,user0185@example.com,2022-02-27,0
C0187,2021-10-29,40,Female,Morocco,19900.0,Bronze,77.26,6,162.1,3,user0186@example.com,2022-07-27,0
C0188,2022-08-17,23,Male,Tunisia,37500.0,Silver,110.02,4,185.5,3,user0187@demo.org,2022-09-21,0
C0189,2021-10-05,22,Female,United States,42900.0,Bronze,234.65,3,169.9,4,user0188@example.com,2022-09-19,0
C0190,2021-05-22,58,Male,Morocco,42000.0,Silver,110.55,2,180.2,4,user0189@example.com,2022-05-08,0
C0191,2022-11-15,59,Female,Algeria,22700.0,Platinum,130.08,3,166.9,3,user0190@example.com,2023-08-19,0
C0192,2023-01-25,36,Female,Algeria,61600.0,Gold,39.05,0,155.4,3,user0191@demo.org,2024-01-29,1
C0193,2023-03-14,33,Female,Saudi Arabia,45400.0,Silver,78.51,2,166.6,3,user0192@mail.test,2023-09-01,1
C0194,2023-10-31,56,Female,United States,33100.0,Silver,69.05,7,158.6,2,user0193@demo.org,2024-09-23,0
C0195,2021-05-17,25,Female,Egypt,31700.0,Silver,26.44,4,154.9,3,user0194@example.com,2022-03-04,0
C0196,2022-04-13,27,Female,Morocco,18600.0,Bronze,90.49,4,160.9,2,user0195@mail.test,2022-11-24,0
C0197,2021-09-14,46,Male,United States,26900.0,Bronze,30.89,2,175.9,3,user0196@mail.test,2021-11-25,0
C0198,2023-09-14,33,Male,Egypt,30200.0,Silver,93.8,4,178.7,4,user0197@example.com,2024-04-24,1
C0199,2022-08-15,38,Male,United States,69800.0,Gold,190.57,2,177.1,4,user0198@demo.org,2023-08-10,0
C0200,2021-04-18,36,Female,Jordan,29600.0,Bronze,341.77,2,157.5,5,user0199@demo.org,2022-05-16,0
C0201,2023-01-28,42,Male,Morocco,55200.0,Bronze,76.99,4,176.4,1,user0200@example.com,2023-07-26,0
C0202,2021-02-17,55,Male,United States,35800.0,Silver,149.27,8,180.9,4,user0201@demo.org,2021-05-27,0
C0203,2021-10-28,39,Male,Egypt,45200.0,Silver,87.6,6,163.6,4,user0202@mail.test,2022-08-23,0
C0204,2023-03-01,46,Female,Algeria,40100.0,Silver,32.18,6,163.3,4,user0203@mail.test,2023-04-01,0
C0205,2022-07-09,18,Male,Egypt,49900.0,Silver,398.35,3,165.3,4,user0204@demo.org,2022-09-08,1
C0206,2023-04-14,37,Male,United States,31300.0,Silver,152.37,6,176.9,3,user0205@mail.test,2023-11-25,0
C0207,2022-09-18,28,Female,United States,18200.0,Platinum,170.92,3,157.6,4,user0206@example.com,2023-10-19,0
C0208,2023-07-13,23,Female,Egypt,19000.0,Bronze,350.8,4,167.3,3,user0207@demo.org,2023-11-22,0
C0209,2022-09-09,27,Male,United States,28800.0,Silver,92.42,4,175.9,4,user0208@demo.org,2023-03-05,0
C0210,2021-03-04,34,Female,France,22100.0,Bronze,39.55,3,158.5,2,user0209@example.com,2021-07-11,1
C0211,2021-03-20,49,Female,United States,52500.0,Gold,74.7,4,151.0,4,user0210@demo.org,2021-09-12,1
C0212,2023-05-01,22,Male,France,28400.0,Bronze,37.96,4,171.3,4,user0211@mail.test,2023-05-04,0
C0213,2021-02-12,38,Female,Tunisia,116800.0,Gold,473.0,3,160.0,3,user0212@example.com,2021-10-08,0
C0214,2022-02-17,32,Female,Saudi Arabia,17500.0,Bronze,413.55,2,161.2,3,user0213@mail.test,2022-10-13,0
C0215,2021-01-18,34,Female,Saudi Arabia,42600.0,Silver,158.76,7,165.3,3,user0214@demo.org,2021-05-24,0
C0216,2021-11-29,50,Male,Morocco,26500.0,Platinum,211.82,6,182.7,5,user0215@example.com,2022-03-15,0
C0217,2022-10-14,44,Female,Jordan,33700.0,Silver,265.88,5,160.4,5,user0216@demo.org,2023-08-14,0
C0218,2021-07-09,54,Male,Saudi Arabia,48200.0,Silver,456.17,0,177.6,5,user0217@demo.org,2021-09-22,0
C0219,2022-05-26,36,Female,Saudi Arabia,13900.0,Bronze,390.03,1,170.8,3,user0218@demo.org,2022-06-14,1
C0220,2023-12-27,30,Male,Morocco,41800.0,Silver,21.56,2,176.5,4,user0219@example.com,2024-01-13,0
C0221,2021-03-19,35,Male,Algeria,92200.0,Platinum,118.75,10,178.9,4,user0220@example.com,2022-03-06,0
C0222,2021-03-11,41,Male,Egypt,33500.0,Silver,136.29,2,172.8,3,user0221@demo.org,2021-08-04,0
C0223,2021-10-25,40,Male,France,45800.0,Silver,81.05,4,175.8,2,user0222@mail.test,2021-12-05,0
C0224,2023-06-25,25,Female,Morocco,57000.0,Gold,128.18,5,155.2,4,user0223@mail.test,2024-06-10,1
C0225,2022-03-21,39,Male,Tunisia,37600.0,Silver,189.85,7,183.8,4,user0224@mail.test,2022-05-20,0
C0226,2022-12-02,41,Male,Morocco,31600.0,Silver,178.04,4,185.7,2,user0225@mail.test,2023-04-16,0
C0227,2021-02-07,68,Male,Morocco,17900.0,Bronze,229.26,4,184.7,3,user0226@mail.test,2021-02-16,0
C0228,2023-03-16,61,Male,Jordan,63400.0,Gold,169.65,5,172.1,4,user0227@mail.test,2023-12-12,0
C0229,2021-03-15,28,Male,Algeria,35100.0,Gold,9.42,7,168.3,4,user0228@mail.test,2021-12-20,0
C0230,2023-02-19,35,Female,Morocco,24800.0,Bronze,95.23,2,163.1,5,user0229@mail.test,2023-12-18,1
